"ООО ""ЮЛК""","628002, Российская Федерация, Ханты-Мансийский Автономный округ - Югра, Ханты-Мансийск, Рябиновая, 13,-, -",10serg60@mail.ru,79222541027,АГЕЕВ СЕРГЕЙ ЮРЬЕВИЧ,"Выполнение работ и (или) оказание услуг по ремонту, замене, модернизации лифтов, ремонту лифтовых шахт, машинных и блочных помещений  (ремонт (замена, модернизация) лифтов)"
"ООО ""ПРОГРЕСС ЛИФТ""","117587, Российская Федерация, г. Москва, ш. Варшавское, дом 125, стр. 1",gaa-lift@bk.ru,+7(495)7814628,ЖУЛЯЕВ АЛЕКСАНДР АЛЕКСАНДРОВИЧ,"Выполнение работ и (или) оказание услуг по ремонту, замене, модернизации лифтов, ремонту лифтовых шахт, машинных и блочных помещений  (ремонт (замена, модернизация) лифтов)"
"ООО ""ЦЛУ""","108851, Российская Федерация, МОСКВА, ЩЕРБИНКА, ЛЮБЛИНСКАЯ, ДОМ 7А, ЭТ 3 КОМ 1",lavrov@tradelift.ru,74957396706,МИХАЙЛОВ АЛЕКСЕЙ АЛЕКСАНДРОВИЧ,"Выполнение работ и (или) оказание услуг по оценке технического состояния,  разработке проектной документации на проведение капитального ремонта общего имущества многоквартирных домов, в том числе по ремонту (замене, модернизации) лифтов"
"ООО ""РЕГИОНПРОЕКТ""","630049, Российская Федерация, Новосибирская обл., г. Новосибирск, Красный проспект, дом 220/5, ОФИС 412",regionpro@bk.ru,+7(905)9525028,ЛЕСИН АЛЕКСАНДР ВИКТОРОВИЧ,"Выполнение работ и (или) оказание услуг по оценке технического состояния,  разработке проектной документации на проведение капитального ремонта общего имущества многоквартирных домов, в том числе по ремонту (замене, модернизации) лифтов"
"ООО ""АСК""","101000, Российская Федерация, МОСКВА, ПОКРОВКА, Д. 33, ОФИС 307",serezha.borisov.1975@list.ru,74997068986,БОРИСОВ СЕРГЕЙ АЛЕКСАНДРОВИЧ,"Выполнение работ и (или) оказание услуг по оценке технического состояния,  разработке проектной документации на проведение капитального ремонта общего имущества многоквартирных домов, в том числе по ремонту (замене, модернизации) лифтов"
"ООО ""ПРОЕКТСЕРВИС""","117105, Российская Федерация, г. Москва, ВАРШАВСКОЕ Ш, Д. 1А, КОМНАТА/ОФИС 32/А301 ЭТАЖ 3",proektservis000@gmail.com,+8(347)2924243,БАЙМУХАМЕТОВ МАРСЕЛЬ МИДХАТОВИЧ,"Выполнение работ и (или) оказание услуг по оценке технического состояния,  разработке проектной документации на проведение капитального ремонта общего имущества многоквартирных домов, в том числе по ремонту (замене, модернизации) лифтов"
"ООО ""ТЕХПРОЕКТ""","454092, Российская Федерация, ЧЕЛЯБИНСКАЯ, ЧЕЛЯБИНСК, ЕЛЬКИНА, ДОМ 79, ОФИС 301",tender@trs74.ru,79220160165,ШКЕРИН МАКСИМ ИВАНОВИЧ,"Выполнение работ и (или) оказание услуг по оценке технического состояния,  разработке проектной документации на проведение капитального ремонта общего имущества многоквартирных домов, в том числе по ремонту (замене, модернизации) лифтов"
"ООО ""ПОЛЯРИС""","198216, Российская Федерация, САНКТ-ПЕТЕРБУРГ, НАРОДНОГО ОПОЛЧЕНИЯ, ДОМ 10,ЛИТЕР А, ПОМЕЩЕНИЕ 160-Н",ooopolyaris@yandex.ru,79028015354,ПОЛЫГАЛОВ КОНСТАНТИН ЕВГЕНЬЕВИЧ,"Выполнение работ и (или) оказание услуг по оценке технического состояния,  разработке проектной документации на проведение капитального ремонта общего имущества многоквартирных домов, в том числе по ремонту (замене, модернизации) лифтов"
"ООО ""СИНАЙ""","455038, Российская Федерация, ЧЕЛЯБИНСКАЯ, МАГНИТОГОРСК, ЛЕНИНА, ДОМ 118,КОРПУС 1, НЕЖ.ПОМ. 1",kc@sinai-group.ru,73519580490,ПЕРЕВЕРЗЕВ КОНСТАНТИН ВЛАДИМИРОВИЧ,"Выполнение работ и (или) оказание услуг по оценке технического состояния,  разработке проектной документации на проведение капитального ремонта общего имущества многоквартирных домов, в том числе по ремонту (замене, модернизации) лифтов"
"ООО ""ЛИФТ-СЕРВИС""","614090, Российская Федерация, ПЕРМСКИЙ, ПЕРМЬ, ЛОДЫГИНА, ДОМ 40",lift@lift.perm.ru,73422415500,МАКС ВЛАДИМИР ВИКТОРОВИЧ,"Выполнение работ и (или) оказание услуг по оценке технического состояния,  разработке проектной документации на проведение капитального ремонта общего имущества многоквартирных домов, в том числе по ремонту (замене, модернизации) лифтов"
"ООО ""ВЕРХНЕКАМПРОЕКТ""","614000, Российская Федерация, ПЕРМСКИЙ, Пермь, ЛЕНИНА, Д. 66/1, ЭТАЖ 4",post@vrkam.ru,73422152888,ОРЛОВ ИЛЬЯ ПАВЛОВИЧ,"Выполнение работ и (или) оказание услуг по оценке технического состояния,  разработке проектной документации на проведение капитального ремонта общего имущества многоквартирных домов, в том числе по ремонту (замене, модернизации) лифтов"
"ООО ""ИМПОРТ-ЛИФТ""","628403, Российская Федерация, ХАНТЫ-МАНСИЙСКИЙ АВТОНОМНЫЙ ОКРУГ - ЮГРА, СУРГУТ, УНИВЕРСИТЕТСКАЯ, ДОМ 7, ОФИС 11",tender@import-lift.ru,73462550585709,КУЛИЧКИН АНДРЕЙ ВЛАДИМИРОВИЧ,"Выполнение работ и (или) оказание услуг по оценке технического состояния,  разработке проектной документации на проведение капитального ремонта общего имущества многоквартирных домов, в том числе по ремонту (замене, модернизации) лифтов"
"ООО ""ИКЦ ""МЫСЛЬ""","344082, Российская Федерация, РОСТОВСКАЯ, РОСТОВ-НА-ДОНУ, ШАУМЯНА, ДОМ 30, ПОМЕЩЕНИЕ 3",muhareva@ikcmysl.ru,79045054551,ПАНФИЛОВ АЛЕКСЕЙ ВИКТОРОВИЧ,"Выполнение работ по оценке соответствия лифтов требованиям технического регламента Таможенного союза 011/2011 «Безопасность лифтов» (ТР ТС 011/2011), утвержденного решением Комиссии Таможенного союза от 18 октября 2011 г. N 824 «О принятии технического регламента Таможенного союза «Безопасность лифтов»"
"ООО ИКЦ ""МЫСЛЬ"" НГТУ","346428, Российская Федерация, РОСТОВСКАЯ, НОВОЧЕРКАССК, ТРОИЦКАЯ, ДОМ 88",korot@novoch.ru,79185519027,КОРОТКИЙ АНАТОЛИЙ АРКАДЬЕВИЧ,"Выполнение работ по оценке соответствия лифтов требованиям технического регламента Таможенного союза 011/2011 «Безопасность лифтов» (ТР ТС 011/2011), утвержденного решением Комиссии Таможенного союза от 18 октября 2011 г. N 824 «О принятии технического регламента Таможенного союза «Безопасность лифтов»"
"ООО ""КИРОВСКАЯ СТРОИТЕЛЬНАЯ ОРГАНИЗАЦИЯ""","610033, Российская Федерация, КИРОВСКАЯ, КИРОВ, МОСКОВСКАЯ, ДОМ 107Б, ЭТАЖ/ПОМ 10/17",kso@keso.pro,78332219900,ВЕТОШКИН МИХАИЛ АНАТОЛЬЕВИЧ,Оказание услуг по осуществлению строительного контроля
"ООО ""АКСИОС-ТЕХНО""","107078, Российская Федерация, МОСКВА, 1-Й БАСМАННЫЙ, Д. 5/20,СТР. 2, ПОМЕЩ. 1/1",aksiostehno@mail.ru,79128231413,ОЛЕЙНИК МИХАИЛ АНАТОЛЬЕВИЧ,Оказание услуг по осуществлению строительного контроля
"ООО ""ГРК ПРОЕКТ""","420054, Российская Федерация, ТАТАРСТАН, КАЗАНЬ, АВАНГАРДНАЯ, ДОМ 66, КОРПУС  3   КВАРТИРА 18",gazizovrr@bk.ru,79869167671,ГАЗИЗОВ РАФАЭЛЬ РАШИДОВИЧ,Оказание услуг по осуществлению строительного контроля
"ООО ""ПСК""","628417, Российская Федерация, ХАНТЫ-МАНСИЙСКИЙ АВТОНОМНЫЙ ОКРУГ - ЮГРА, СУРГУТ, БАЖОВА, ДОМ 3, КВАРТИРА 58",tender@import-lift.ru,79224112984,ЖАРИНОВ ЕВГЕНИЙ БОРИСОВИЧ,Оказание услуг по осуществлению строительного контроля
"ООО ""ТРАНСЭНЕРГО""","Российская Федерация, 603134, ОБЛ НИЖЕГОРОДСКАЯ, Г НИЖНИЙ НОВГОРОД, УЛ КОСТИНА, 2, 18",info@transenergo.org,78312789772,РОМБАЛЬСКИЙ ИГОРЬ ОЛЕГОВИЧ,"Выполнение работ и (или) оказание услуг по ремонту, замене, модернизации лифтов, ремонту лифтовых шахт, машинных и блочных помещений  (ремонт (замена, модернизация) лифтов)"
"ООО ""ИЛТ""","625022, Тюменская область, г.Тюмень, проезд Солнечный, д.21, оф.309",ilt.i@inbox.ru,73452615192,Кияшкин Виктор Эдуардович,"Выполнение работ и (или) оказание услуг по ремонту, замене, модернизации лифтов, ремонту лифтовых шахт, машинных и блочных помещений  (ремонт (замена, модернизация) лифтов)"
"ООО ""ИЛТ""","625022, Тюменская обл, Тюмень г, Солнечный проезд, ДОМ 21, ОФИС 309",ilt.i@inbox.ru,7 (3452) 615192,Кияшкин Виктор Эдуардович,"Выполнение работ и (или) оказание услуг по ремонту, замене, модернизации лифтов, ремонту лифтовых шахт, машинных и блочных помещений  (ремонт (замена, модернизация) лифтов)"
,"199106,  Российская Федерация, г. Санкт-Петербург, Большой В.О. проспект, дом 84, литер А, помещение 22Н",info@ooo-hed.ru,+7 8123098075,Мясников Евгений Владимирович,Оказание услуг и (или) выполнение работ по капитальному ремонту общего имущества многоквартирных домов
"ООО СЗ ""ЮСП""","628007, Российская Федерация, ХАНТЫ-МАНСИЙСКИЙ АВТОНОМНЫЙ ОКРУГ - ЮГРА, ХАНТЫ-МАНСИЙСК, ЧЕХОВА, 82",928-312@mail.ru,79028195186,ФИЛИППОВИЧ ВИКТОР СТЕФАНОВИЧ,Оказание услуг и (или) выполнение работ по капитальному ремонту общего имущества многоквартирных домов
"ООО ""РПК ""СИСТЕМЫ УПРАВЛЕНИЯ""","454084, Российская Федерация, Челябинская обл., г. Челябинск, ул. Кожзаводская, дом 4, офис 62",tender@rpk-su.ru,+7(351)7414513,Шердаков Николай Николаевич,"Выполнение работ и (или) оказание услуг по оценке технического состояния,  разработке проектной документации на проведение капитального ремонта общего имущества многоквартирных домов, в том числе по ремонту (замене, модернизации) лифтов"
,"614058, Российская Федерация, Пермский край, г. Пермь, 9 января, дом 16, оф. 202",indeks.perm@yandex.ru,+7(902)4729623,Голдобин Дмитрий Русланович,"Выполнение работ и (или) оказание услуг по оценке технического состояния,  разработке проектной документации на проведение капитального ремонта общего имущества многоквартирных домов, в том числе по ремонту (замене, модернизации) лифтов"
"ГБУ ""ЦТИ ПК""","614045, Российская Федерация, Пермский край, г. Пермь, ул. Ленина, дом 58А",nikiforov@ctipk.ru,+7(342)2571718,Назарычев Алексей Павлович,"Выполнение работ и (или) оказание услуг по оценке технического состояния,  разработке проектной документации на проведение капитального ремонта общего имущества многоквартирных домов, в том числе по ремонту (замене, модернизации) лифтов"
"ООО ""РУ КМЗ""","109052, Российская Федерация, МОСКВА, РЯЗАНСКИЙ, ДОМ 2",rukmz@kmzlift.ru,74952527776,Назаров Алексей Владимирович,"Выполнение работ и (или) оказание услуг по оценке технического состояния,  разработке проектной документации на проведение капитального ремонта общего имущества многоквартирных домов, в том числе по ремонту (замене, модернизации) лифтов"
"ООО ""ПРОЕКТСЕРВИС""","117105, Москва, Варшавское ш, Д. 1А, КОМНАТА/ОФИС 32/А301 ЭТАЖ 3",proektservis000@gmail.com,+7(347)2924243,Баймухаметов Марсель Мидхатович,"Выполнение работ и (или) оказание услуг по оценке технического состояния,  разработке проектной документации на проведение капитального ремонта общего имущества многоквартирных домов, в том числе по ремонту (замене, модернизации) лифтов"
"ООО ""ПРОЕКТСЕРВИС""","117105, Российская Федерация, г. Москва, ВАРШАВСКОЕ Ш, Д. 1А, КОМНАТА/ОФИС 32/А301 ЭТАЖ 3",proektservis000@gmail.com,+8(347)2924243,БАЙМУХАМЕТОВ МАРСЕЛЬ МИДХАТОВИЧ,"Выполнение работ и (или) оказание услуг по оценке технического состояния,  разработке проектной документации на проведение капитального ремонта общего имущества многоквартирных домов, в том числе по ремонту (замене, модернизации) лифтов"
"ООО ""СТРИВЕР""","440028, Российская Федерация, ПЕНЗЕНСКАЯ, ПЕНЗА, ГЕРМАНА ТИТОВА, ДОМ 6Б",finance58booh@gmail.com,79272896718,МИРОНОВА ТАТЬЯНА АЛЕКСАНДРОВНА,"Выполнение работ и (или) оказание услуг по оценке технического состояния,  разработке проектной документации на проведение капитального ремонта общего имущества многоквартирных домов, в том числе по ремонту (замене, модернизации) лифтов"
"ООО ""ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ""МЛМ ВОЗДУХОТЕХНИКА""","121471, Российская Федерация, МОСКВА, РЯБИНОВАЯ, ДОМ 40,СТРОЕНИЕ 1, КОМНАТА 239",lugovoy2015@gmail.com,79265520403,МАКСАКОВ ОЛЕГ ВИКТОРОВИЧ,"Выполнение работ и (или) оказание услуг по оценке технического состояния,  разработке проектной документации на проведение капитального ремонта общего имущества многоквартирных домов, в том числе по ремонту (замене, модернизации) лифтов"
"ООО ""СК ""ЛОГОС СТРОЙ""","Российская Федерация, -, 236010, г. Калининград, улица Рядового Павленко, дом 7а",khilko-64@mail.ru,79062399654,Смирнов Илья Павлович,Оказание услуг и (или) выполнение работ по капитальному ремонту общего имущества многоквартирных домов
"ООО ""ЦЛУ""","Российская Федерация, -, 108851 г. Москва, г. Щербинка, ул. Люблинская, дом 7а, этаж 3 ком 1",secretary@tradelift.ru,74957396706,Михайлов Алексей Александрович,"Выполнение работ и (или) оказание услуг по оценке технического состояния,  разработке проектной документации на проведение капитального ремонта общего имущества многоквартирных домов, в том числе по ремонту (замене, модернизации) лифтов"
"ООО ""ИНСТИТУТ РЕСТАВРАЦИИ, ЭКОЛОГИИ И ГРАДОСТРОИТЕЛЬНОГО ПРОЕКТИРОВАНИЯ""","Российская Федерация, -, 236039, Калининградская обл., г. Калининград, Ленинский проспект, д.109А Литер А",Instrest3@inmessage.ru,74012632823,ЛОРЕНС НАТАЛЬЯ ГЕННАДЬЕВНА,"Выполнение работ и (или) оказание услуг по оценке технического состояния,  разработке проектной документации на проведение капитального ремонта общего имущества многоквартирных домов, в том числе по ремонту (замене, модернизации) лифтов"
"ООО ""ЭЭТ""","Российская Федерация, -, 610035, ОБЛ КИРОВСКАЯ, Г КИРОВ, УЛ КАЛИНИНА, ДОМ 40, ПОМЕЩЕНИЕ 1163",prom0808@yandex.ru,79127346031,Рылов Андрей Алексеевич,"Выполнение работ и (или) оказание услуг по оценке технического состояния,  разработке проектной документации на проведение капитального ремонта общего имущества многоквартирных домов, в том числе по ремонту (замене, модернизации) лифтов"
"ООО ""ЦЛУ""","Российская Федерация, -, 108851 г. Москва, г. Щербинка, ул. Люблинская, дом 7а, этаж 3 ком 1",secretary@tradelift.ru,74957396706,Михайлов Алексей Александрович,"Выполнение работ и (или) оказание услуг по ремонту, замене, модернизации лифтов, ремонту лифтовых шахт, машинных и блочных помещений  (ремонт (замена, модернизация) лифтов)"
"ООО ""РУ КМЗ""","109052, Российская Федерация, Москва, Г. Москва, Новохохловская, 93,",rukmz@kmzlift.ru,7-495-7899955,Назаров Алексей Владимирович,"Выполнение работ и (или) оказание услуг по ремонту, замене, модернизации лифтов, ремонту лифтовых шахт, машинных и блочных помещений  (ремонт (замена, модернизация) лифтов)"
"ООО ""РУ КМЗ""","109052, Российская Федерация, Москва, Г. Москва, Новохохловская, 93,",rukmz@kmzlift.ru,7-495-7899955,Назаров Алексей Владимирович,"Выполнение работ и (или) оказание услуг по оценке технического состояния,  разработке проектной документации на проведение капитального ремонта общего имущества многоквартирных домов, в том числе по ремонту (замене, модернизации) лифтов"
"ООО ""ПСК ПРОМСТРОЙ""","105318, г. Москва, ул. Ибрагимова, д. 31, к.47, этаж 5, пом. 512",pskpromstroy@yandex.ru,+7(499)3917641,ЧЕВТАЕВ АНДРЕЙ АЛЕКСАНДРОВИЧ,Оказание услуг по осуществлению строительного контроля
"ООО ИЦ ""ТЕХНИЧЕСКАЯ ДИАГНОСТИКА""","628403, Российская Федерация, Ханты-Мансийский Автономный округ - Югра АО, г. Сургут, проспект Мира, д. 55",tender@import-lift.ru,+7(3462)503052,ЖАРИНОВ ЕВГЕНИЙ БОРИСОВИЧ,"Выполнение работ по оценке соответствия лифтов требованиям технического регламента Таможенного союза 011/2011 «Безопасность лифтов» (ТР ТС 011/2011), утвержденного решением Комиссии Таможенного союза от 18 октября 2011 г. N 824 «О принятии технического регламента Таможенного союза «Безопасность лифтов»"
"ООО ""ЭЭТ""","610001, Российская Федерация, Кировская область, Киров, Октябрьский проспект, д. 120, оф. 413",eet-kirov@yandex.ru,79127346031,Рылов Андрей Алексеевич,"Выполнение работ и (или) оказание услуг по оценке технического состояния,  разработке проектной документации на проведение капитального ремонта общего имущества многоквартирных домов, в том числе по ремонту (замене, модернизации) лифтов"
"ООО ТД ""ОЛЗ - УФА""","450047,  Республика Башкортостан, г.Уфа, ул.Бакалинская, д. 33, этаж 1, офис 10",tdolz-ufa@yandex.ru,73472927379,Ризванов Ришат Раянович,"Выполнение работ и (или) оказание услуг по оценке технического состояния,  разработке проектной документации на проведение капитального ремонта общего имущества многоквартирных домов, в том числе по ремонту (замене, модернизации) лифтов"
"ООО ""ГЕОФОНД +""","625000, г. Тюмень, ул. Достоевского 18/1",geofond.plus@gmail.com,73452393288,Пронозин Яков Александрович,"Выполнение работ и (или) оказание услуг по оценке технического состояния,  разработке проектной документации на проведение капитального ремонта общего имущества многоквартирных домов, в том числе по ремонту (замене, модернизации) лифтов"
"ООО ""ГСС""","640014, ОБЛ КУРГАНСКАЯ, Г КУРГАН, УЛ ПРОМЫШЛЕННАЯ, ДОМ 33, ОФИС 1",alen-ggg@yandex.ru,79195919826,Германова Алена Алексеевна,"Выполнение работ и (или) оказание услуг по оценке технического состояния,  разработке проектной документации на проведение капитального ремонта общего имущества многоквартирных домов, в том числе по ремонту (замене, модернизации) лифтов"
"ООО ""РЕГИОНПРОЕКТ""","630049, ОБЛ НОВОСИБИРСКАЯ, Г НОВОСИБИРСК, ПР-КТ КРАСНЫЙ, ДОМ 220, КОРПУС 1, ОФИС 437",regionpro@bk.ru,79059525028,Лесин Александр Викторович,"Выполнение работ и (или) оказание услуг по оценке технического состояния,  разработке проектной документации на проведение капитального ремонта общего имущества многоквартирных домов, в том числе по ремонту (замене, модернизации) лифтов"
"ООО ""ПРОЕКТ""","626150 Тюменская область, г.Тобольск, ул.Строителей,9",proect-tob@yandex.ru,79048778096,Скатова Татьяна Владимировна,"Выполнение работ и (или) оказание услуг по оценке технического состояния,  разработке проектной документации на проведение капитального ремонта общего имущества многоквартирных домов, в том числе по ремонту (замене, модернизации) лифтов"
"ООО ""ПРОФИТ-ЮГ""","354000, Российская Федерация, КРАСНОДАРСКИЙ, СОЧИ, СОВЕТСКАЯ (ЦЕНТРАЛЬНЫЙ Р-Н), ДОМ 42, ОФИС 341",sergey_nesterov@bk.ru,79613955340,МАХОВ БЕСЛАН МУХТАРОВИЧ,Оказание услуг и (или) выполнение работ по капитальному ремонту общего имущества многоквартирных домов
"ООО ""КОНСТАНТА""","640015, ОБЛ КУРГАНСКАЯ, Г КУРГАН, УЛ С.ОРДЖОНИКИДЗЕ, 35",Kiryuha001@mail.ru,79120620505,Повзун Кирилл Владимирович,Оказание услуг и (или) выполнение работ по капитальному ремонту общего имущества многоквартирных домов
